driverStandingsId,raceId,driverId,points,position,positionText,wins
13087,65,23,16,10,10,0
13086,65,26,0,19,19,0
13085,65,2,19,9,9,0
13084,65,24,1,18,18,0
13083,65,14,14,11,11,0
13082,65,13,52,3,3,0
13081,65,32,2,17,17,0
13080,65,3,4,16,16,0
13079,65,17,6,15,15,0
13078,65,31,26,7,7,0
13077,65,18,31,6,6,1
13076,65,8,49,5,5,0
13075,65,30,90,2,2,5
13074,65,4,100,1,1,6
13122,66,9,0,23,23,0
13121,66,37,14,11,11,0
13120,66,36,0,25,25,0
13119,66,34,0,24,24,0
13118,66,27,0,21,21,0
13117,66,35,7,14,14,0
13116,66,21,52,4,4,1
13115,66,11,0,22,22,0
13114,66,33,0,20,20,0
13113,66,15,10,13,13,0
13112,66,22,22,8,8,0
13111,66,23,18,10,10,0
13110,66,26,0,19,19,0
13109,66,2,19,9,9,0
13108,66,24,1,18,18,0
13107,66,14,14,12,12,0
13106,66,13,62,3,3,1
13105,66,32,2,17,17,0
13104,66,3,4,16,16,0
13103,66,17,6,15,15,0
13102,66,31,26,7,7,0
13101,66,18,36,6,6,1
